n,media,ic_low,ic_high
49,0.4948979591836735,0.3656663504998708,0.6241295678674763
50,0.4850200000000001,0.3569187665249537,0.6131212334750465
51,0.4755490196078432,0.34861464805584375,0.6024833911598426
52,0.48298076923076927,0.35768037355337345,0.6082811649081651
53,0.4903773584905661,0.3666279113915325,0.6141268055895996
54,0.49809259259259264,0.3757284817540823,0.620456703431103
55,0.5050727272727273,0.38419312513484183,0.6259523294106129
56,0.5122678571428573,0.3927428961683318,0.6317928181173827
57,0.5032982456140352,0.3845685288733385,0.622027962354732
58,0.5100000000000001,0.3926108372480621,0.6273891627519381
59,0.5013728813559323,0.3847479866169227,0.6179977760949418
60,0.5076833333333334,0.3923666015602751,0.6230000651063916
61,0.5136229508196722,0.3996310973394034,0.6276148042999411
62,0.5053548387096776,0.3920418000269345,0.6186678773924207
63,0.4973492063492065,0.3847427200488991,0.6099556926495139
64,0.48959375000000016,0.3777170341101012,0.6014704658898992
65,0.48207692307692324,0.3709492415003766,0.5932046046534699
66,0.48822727272727295,0.37814130745698105,0.5983132379975649
67,0.48097014925373155,0.3716067646818081,0.590333533825655
68,0.4869558823529414,0.3785822044281045,0.5953295602777784
69,0.4933768115942031,0.3858480843482018,0.6009055388402045
70,0.49910000000000015,0.3925329436535443,0.605667056346456
71,0.5041267605633805,0.39862072572473684,0.6096327954020241
72,0.5096111111111113,0.40503319025407153,0.6141890319681511
73,0.5026438356164386,0.3986020345829472,0.6066856366499299
74,0.5080135135135136,0.4048547215442151,0.6111723054828122
75,0.5127333333333335,0.410548766624242,0.614917900042425
76,0.5177105263157896,0.41641536426744785,0.6190056883641314
77,0.5225974025974027,0.422175189841995,0.6230196153528105
78,0.5270897435897437,0.42758127799909784,0.6265982091803896
79,0.5317721518987343,0.4331100838303038,0.6304342199671648
80,0.5251375,0.42684476332308807,0.623430236676912
81,0.5298518518518519,0.43234664717883153,0.6273570565248723
82,0.5344878048780488,0.4377564787730635,0.6312191309830342
83,0.5280602409638554,0.431667298730844,0.6244531831968668
84,0.5324880952380953,0.43686038226201873,0.6281158082141718
85,0.5366,0.44176746066049455,0.6314325393395054
86,0.5405581395348837,0.446521011104433,0.6345952679653345
87,0.5343908045977012,0.44065122584026545,0.6281303833551368
88,0.5283522727272727,0.4349250835549645,0.6217794618995809
89,0.5224269662921348,0.42932264530386754,0.6155312872804021
90,0.5265222222222221,0.434113657021472,0.6189307874229723
91,0.5309560439560439,0.4391589900003481,0.6227530979117397
92,0.525195652173913,0.4336971892848205,0.6166941150630054
93,0.5289892473118278,0.4381801344164289,0.6197983602072268
94,0.5329999999999999,0.4428225969572718,0.6231774030427281
95,0.5368526315789472,0.44731466346939364,0.6263905996885009
96,0.5312708333333332,0.4419922448060308,0.6205494218606358
97,0.5345670103092782,0.44598352124515295,0.6231504993734035
98,0.5291224489795917,0.4407955721447467,0.6174493258144367
99,0.5327777777777776,0.4450584675255377,0.6204970880300175
100,0.5364699999999999,0.4493347433263476,0.6236052566736522
101,0.5398613861386137,0.4533418164320355,0.6263809558451918
102,0.5345784313725488,0.44828295587996997,0.6208739068651276
103,0.5380388349514561,0.45232020385472693,0.6237574660481853
104,0.541480769230769,0.4563261995130914,0.6266353389484467
105,0.5445523809523807,0.4600026500140315,0.6291021118907298
106,0.5478679245283017,0.4638713559522225,0.6318644931043809
107,0.5510093457943923,0.46757785183665496,0.6344408397521297
108,0.5541666666666665,0.47128354704348047,0.6370497862898524
109,0.557366972477064,0.4750117875579082,0.6397221573962198
110,0.5523090909090907,0.4701010116314862,0.6345171701866953
111,0.5553153153153151,0.47364194879520627,0.6369886818354239
112,0.5582232142857141,0.47708560023774316,0.639360828333685
113,0.5532920353982299,0.4722921345203589,0.6342919362761009
114,0.5562982456140348,0.47579914372473625,0.6367973475033335
115,0.5514695652173911,0.47110975291302737,0.6318293775217548
116,0.5467241379310342,0.466514837418853,0.6269334384432155
117,0.5420598290598289,0.4620114484743594,0.6221082096452983
118,0.5450847457627116,0.46549899929805855,0.6246704922273647
119,0.5481008403361342,0.46896798125168576,0.6272336994205826
120,0.5435416666666664,0.46456022242127015,0.6225231109120626
121,0.5466859504132229,0.4681196328877155,0.6252522679387302
122,0.5496229508196719,0.47149317282420794,0.6277527288151359
123,0.5526097560975608,0.4748989360775513,0.6303205761175703
124,0.5551209677419353,0.4778855486820813,0.6323563868017894
125,0.5579999999999999,0.481179452728566,0.6348205472714339
126,0.553579365079365,0.4768763483926063,0.6302823817661237
127,0.5492283464566928,0.47265194897944085,0.6258047439339448
128,0.5449609375,0.46852306920685116,0.6213988057931488
129,0.5407441860465116,0.4644492770512039,0.6170390950418194
130,0.5366,0.46045709151437536,0.6127429084856246
131,0.5391068702290076,0.4633903402810928,0.6148234001769224
132,0.535030303030303,0.4594634149976403,0.6105971910629656
133,0.53793984962406,0.46272805184413235,0.6131516474039878
134,0.5339402985074626,0.45887903949831643,0.6090015575166088
135,0.5300148148148147,0.4551132723120968,0.6049163573175327
136,0.5326102941176469,0.4580895605702259,0.607131027665068
137,0.5353211678832116,0.4611572897924928,0.6094850459739304
