rep,seed_spawn_key,final_size,final_size_frac,peak_I,t_peak,duration,n_events,index_offspring,mean_initial_offspring
0,"101,0",895,0.895,248,31.917481371176436,93.35165928762922,1789,4,4.0
1,"101,1",895,0.895,270,16.59931860148208,62.82193487122523,1789,3,3.0
2,"101,2",1,0.001,1,0.0,0.8659750152135671,1,0,0.0
3,"101,3",2,0.002,2,1.2700609783599006,2.1100027413644264,3,1,1.0
4,"101,4",1,0.001,1,0.0,0.40216068282600653,1,0,0.0
5,"101,5",906,0.906,237,22.61542642977844,61.383192975675165,1811,1,1.0
6,"101,6",1,0.001,1,0.0,2.035183627854339,1,0,0.0
7,"101,7",892,0.892,248,23.74447562089996,83.76593650893827,1783,2,2.0
8,"101,8",1,0.001,1,0.0,1.0830097222874933,1,0,0.0
9,"101,9",2,0.002,2,4.966600521431524,5.436495537950615,3,1,1.0
10,"101,10",873,0.873,206,20.94388437582062,62.5415311218958,1745,5,5.0
11,"101,11",903,0.903,207,23.092617881238017,68.27268340230675,1805,2,2.0
12,"101,12",887,0.887,240,22.370982699961502,64.5288326137021,1773,14,14.0
13,"101,13",5,0.005,3,3.437804418549507,12.785095918912797,9,2,2.0
14,"101,14",898,0.898,261,24.700017575703782,69.50374125107211,1795,1,1.0
15,"101,15",885,0.885,212,23.005979754779407,80.42741700087001,1769,3,3.0
16,"101,16",931,0.931,291,22.420408721856134,68.59939012912942,1861,1,1.0
17,"101,17",2,0.002,2,2.9177960296587004,4.4595623527446895,3,1,1.0
18,"101,18",888,0.888,215,24.019286282515015,77.95084437500525,1775,2,2.0
19,"101,19",1,0.001,1,0.0,2.92240412304089,1,0,0.0
20,"101,20",924,0.924,289,22.01609182248013,69.37393265327836,1847,8,8.0
21,"101,21",892,0.892,255,27.25286945825034,57.606676377759236,1783,4,4.0
22,"101,22",1,0.001,1,0.0,1.778205824445252,1,0,0.0
23,"101,23",883,0.883,274,29.723120782244706,95.40506844618733,1765,3,3.0
24,"101,24",1,0.001,1,0.0,0.5401154081072819,1,0,0.0
25,"101,25",904,0.904,257,19.001986076512566,66.98414879685731,1807,3,3.0
26,"101,26",897,0.897,235,20.548473473123906,61.25512501579725,1793,3,3.0
27,"101,27",888,0.888,245,22.776847706596385,81.54647657621759,1775,5,5.0
28,"101,28",878,0.878,290,17.87961730850705,45.90558148418857,1755,8,8.0
29,"101,29",888,0.888,219,25.744881533683948,86.00124013791317,1775,4,4.0
30,"101,30",906,0.906,269,27.5983252745576,70.27340477721592,1811,1,1.0
31,"101,31",864,0.864,234,27.32965873543227,72.89810068655845,1727,4,4.0
32,"101,32",892,0.892,261,21.034747287251715,59.26591352033013,1783,2,2.0
33,"101,33",2,0.002,2,0.9953923226467692,3.044933203640852,3,1,1.0
34,"101,34",893,0.893,261,23.27265853994789,66.68206053834535,1785,3,3.0
35,"101,35",1,0.001,1,0.0,1.4690217305955426,1,0,0.0
36,"101,36",909,0.909,249,37.31615114913595,73.40410063658302,1817,4,4.0
37,"101,37",1,0.001,1,0.0,1.4403348625632884,1,0,0.0
38,"101,38",893,0.893,249,33.863424303748744,76.05108284195455,1785,6,6.0
39,"101,39",881,0.881,227,19.809287827004006,94.36604276701453,1761,1,1.0
40,"101,40",1,0.001,1,0.0,2.1931777692648375,1,0,0.0
41,"101,41",872,0.872,237,23.36037776393994,57.5351281716698,1743,6,6.0
42,"101,42",906,0.906,251,18.681482012241904,84.55781903140412,1811,4,4.0
43,"101,43",883,0.883,243,23.547895859545363,67.65014223542777,1765,1,1.0
44,"101,44",1,0.001,1,0.0,0.7703375611744362,1,0,0.0
45,"101,45",890,0.89,245,29.09068742404757,86.34129690090059,1779,4,4.0
46,"101,46",884,0.884,238,27.059696819603662,74.08086824325767,1767,2,2.0
47,"101,47",2,0.002,2,2.194306212719915,3.5348223802595364,3,1,1.0
48,"101,48",2,0.002,2,0.4355733413905828,2.0630581293515164,3,1,1.0
49,"101,49",883,0.883,277,21.20507963638993,69.3525648626932,1765,7,7.0
50,"101,50",2,0.002,2,1.3016177084147533,2.184382352814066,3,1,1.0
51,"101,51",2,0.002,2,0.12187774020252082,2.3524114776099094,3,1,1.0
52,"101,52",884,0.884,259,18.610139053074825,53.090828170848596,1767,1,1.0
53,"101,53",1,0.001,1,0.0,0.6268824141369879,1,0,0.0
54,"101,54",865,0.865,237,21.37700520318856,74.23837352225925,1729,1,1.0
55,"101,55",1,0.001,1,0.0,1.609699744256121,1,0,0.0
56,"101,56",2,0.002,2,0.2656604654282554,4.099336041840184,3,1,1.0
57,"101,57",1,0.001,1,0.0,0.32537998112968747,1,0,0.0
