rep,seed_spawn_key,final_size,final_size_frac,peak_I,t_peak,duration,n_events,index_offspring,mean_initial_offspring
0,"4000,0",4,0.004,3,2.125460832044438,6.451311370492734,7,2,2.0
1,"4000,1",906,0.906,256,26.224744129865257,78.1338152937591,1811,2,2.0
2,"4000,2",916,0.916,251,35.16491422532919,79.89774558342273,1831,1,1.0
3,"4000,3",1,0.001,1,0.0,0.19885217653815918,1,0,0.0
4,"4000,4",869,0.869,238,21.079002073473603,77.60566363056624,1737,2,2.0
5,"4000,5",902,0.902,245,20.55615249747389,85.89753909123013,1803,1,1.0
6,"4000,6",1,0.001,1,0.0,1.231825580981205,1,0,0.0
7,"4000,7",1,0.001,1,0.0,0.011989086807530013,1,0,0.0
8,"4000,8",897,0.897,285,24.466112985611026,62.04110304494017,1793,3,3.0
9,"4000,9",884,0.884,227,21.213090530021983,61.794188533980815,1767,5,5.0
10,"4000,10",885,0.885,236,25.770485375689262,71.34957847944143,1769,2,2.0
11,"4000,11",862,0.862,220,27.535344459593283,73.79581297234928,1723,1,1.0
12,"4000,12",1,0.001,1,0.0,3.6653454138859027,1,0,0.0
13,"4000,13",898,0.898,229,18.531775458528134,56.83231115832979,1795,3,3.0
14,"4000,14",2,0.002,2,5.368446766818758,7.354061699291551,3,1,1.0
15,"4000,15",893,0.893,220,20.633357155953743,64.61018936678563,1785,6,6.0
16,"4000,16",900,0.9,243,24.88011536200921,79.08670693204027,1799,6,6.0
17,"4000,17",841,0.841,216,20.371966516380013,56.83126922507317,1681,10,10.0
18,"4000,18",884,0.884,261,26.47265002973316,75.9771872061094,1767,1,1.0
19,"4000,19",1,0.001,1,0.0,0.17495315458726876,1,0,0.0
20,"4000,20",2,0.002,2,1.642455878161033,3.9221249572962247,3,1,1.0
21,"4000,21",902,0.902,245,26.57115377721163,71.32251053074151,1803,1,1.0
22,"4000,22",879,0.879,237,28.499410885060122,81.62783300698656,1757,6,6.0
23,"4000,23",908,0.908,235,22.95177190116821,61.050736701570706,1815,4,4.0
24,"4000,24",875,0.875,245,24.899411087209984,63.42312508439905,1749,3,3.0
25,"4000,25",885,0.885,234,19.699756480849828,70.92776224710063,1769,3,3.0
26,"4000,26",911,0.911,227,21.347403198057982,64.39346007292221,1821,4,4.0
27,"4000,27",3,0.003,3,2.3734145743184034,2.847151634953853,5,2,2.0
28,"4000,28",1,0.001,1,0.0,3.749254044097025,1,0,0.0
29,"4000,29",884,0.884,233,25.753942215949433,82.80169147884929,1767,7,7.0
30,"4000,30",905,0.905,238,24.290010023295416,74.01569630176505,1809,5,5.0
31,"4000,31",919,0.919,275,24.32900358090569,68.62775569284207,1837,2,2.0
32,"4000,32",913,0.913,232,23.9656473308194,63.00149695923645,1825,5,5.0
33,"4000,33",901,0.901,243,25.371544500437377,69.03278290042263,1801,1,1.0
34,"4000,34",885,0.885,262,23.079585602994637,69.83547313078398,1769,2,2.0
35,"4000,35",899,0.899,266,22.30917827883735,51.63643430240313,1797,3,3.0
36,"4000,36",889,0.889,231,26.52329651110559,79.24138664653616,1777,9,9.0
37,"4000,37",864,0.864,232,30.78494184843486,70.47418911180047,1727,1,1.0
38,"4000,38",4,0.004,2,2.069243797164826,6.172669874287853,7,1,1.0
39,"4000,39",885,0.885,230,26.222293613861208,57.52212406023806,1769,4,4.0
40,"4000,40",898,0.898,250,20.83468918225538,64.58535908702055,1795,4,4.0
41,"4000,41",877,0.877,238,22.64154491272902,73.40501208826622,1753,6,6.0
42,"4000,42",929,0.929,317,20.341963594861546,57.02901145013887,1857,4,4.0
43,"4000,43",1,0.001,1,0.0,1.8092078341741564,1,0,0.0
44,"4000,44",875,0.875,201,28.76376135849025,69.70271887907803,1749,1,1.0
45,"4000,45",891,0.891,228,29.59701886489932,74.32423495005885,1781,3,3.0
46,"4000,46",1,0.001,1,0.0,0.650661298852255,1,0,0.0
47,"4000,47",910,0.91,259,24.390140080915003,74.01947380396645,1819,1,1.0
48,"4000,48",889,0.889,279,23.09404850985109,62.89702090833892,1777,4,4.0
49,"4000,49",1,0.001,1,0.0,0.35585678659540704,1,0,0.0
50,"4000,50",900,0.9,204,20.532974624141318,71.27640602767421,1799,2,2.0
51,"4000,51",874,0.874,247,24.270697839810268,60.49352407117268,1747,4,4.0
52,"4000,52",884,0.884,235,23.41447459269654,80.56144312347932,1767,5,5.0
53,"4000,53",855,0.855,209,29.66083006758398,71.73066922506014,1709,5,5.0
54,"4000,54",4,0.004,4,5.949856178312512,8.798091706338848,7,2,2.0
55,"4000,55",849,0.849,212,38.31086000594625,80.89151201221976,1697,3,3.0
56,"4000,56",4,0.004,3,3.2872331858170862,7.6953148099613395,7,2,2.0
57,"4000,57",8,0.008,5,3.0213552609194423,10.012082722346038,15,6,6.0
58,"4000,58",884,0.884,252,22.93637488515897,68.59008550292353,1767,8,8.0
59,"4000,59",908,0.908,249,23.874300582547978,83.0609073217792,1815,6,6.0
60,"4000,60",899,0.899,239,25.23844521372188,73.76624874613798,1797,1,1.0
61,"4000,61",2,0.002,2,1.2933647721619226,3.265177168073068,3,1,1.0
62,"4000,62",870,0.87,246,25.655038623053624,67.50775574512295,1739,5,5.0
63,"4000,63",895,0.895,239,28.557248798305523,82.70969270200989,1789,4,4.0
64,"4000,64",2,0.002,2,0.16015576122789546,1.777533227112226,3,1,1.0
65,"4000,65",1,0.001,1,0.0,0.917003742855242,1,0,0.0
66,"4000,66",908,0.908,282,21.51426669805752,76.7631093337674,1815,2,2.0
67,"4000,67",912,0.912,238,29.207966104544873,82.00395578661764,1823,7,7.0
