rep,seed_spawn_key,final_size,final_size_frac,peak_I,t_peak,duration,n_events,index_offspring,mean_initial_offspring
0,"3,0",1,0.001,1,0.0,0.04502650842334427,1,0,0.0
1,"3,1",1,0.001,1,0.0,0.7774644031454809,1,0,0.0
2,"3,2",1,0.001,1,0.0,6.6625239280903505,1,0,0.0
3,"3,3",1,0.001,1,0.0,7.251155438570534,1,0,0.0
4,"3,4",1,0.001,1,0.0,2.0704137417982613,1,0,0.0
5,"3,5",2,0.002,2,4.285702292852958,5.581457938385909,3,1,1.0
6,"3,6",2,0.002,2,1.2832910553090522,1.378267001152225,3,1,1.0
7,"3,7",1,0.001,1,0.0,4.5373109160543885,1,0,0.0
8,"3,8",1,0.001,1,0.0,0.6434526459520651,1,0,0.0
9,"3,9",1,0.001,1,0.0,8.354444871929026,1,0,0.0
10,"3,10",1,0.001,1,0.0,0.30697120306092784,1,0,0.0
11,"3,11",8,0.008,4,10.379515976016464,22.698821101717847,15,3,3.0
12,"3,12",1,0.001,1,0.0,0.8840220789899369,1,0,0.0
13,"3,13",1,0.001,1,0.0,10.286757960301848,1,0,0.0
14,"3,14",1,0.001,1,0.0,1.2529759488754926,1,0,0.0
15,"3,15",1,0.001,1,0.0,6.999475417251332,1,0,0.0
16,"3,16",3,0.003,3,5.8897759410943165,12.105830616141452,5,2,2.0
17,"3,17",2,0.002,2,9.745366378695289,10.32664643486797,3,1,1.0
18,"3,18",1,0.001,1,0.0,1.9383439229836115,1,0,0.0
19,"3,19",1,0.001,1,0.0,0.37693401106584223,1,0,0.0
20,"3,20",1,0.001,1,0.0,3.1953167148135275,1,0,0.0
21,"3,21",1,0.001,1,0.0,0.1969230553410781,1,0,0.0
22,"3,22",4,0.004,3,4.9276552169024,6.477058017630656,7,1,1.0
23,"3,23",10,0.01,5,11.356555226228737,19.405843708766856,19,3,3.0
24,"3,24",8,0.008,4,4.217110984738904,21.136831517756153,15,1,1.0
25,"3,25",1,0.001,1,0.0,0.5720305212970824,1,0,0.0
26,"3,26",5,0.005,4,1.641608887654191,7.284097740333647,9,2,2.0
27,"3,27",1,0.001,1,0.0,2.4705767757974098,1,0,0.0
28,"3,28",2,0.002,2,4.069872668272467,6.031160999267447,3,1,1.0
29,"3,29",1,0.001,1,0.0,5.848634489190225,1,0,0.0
30,"3,30",7,0.007,5,8.621572499232265,20.611283938379586,13,4,4.0
31,"3,31",3,0.003,3,3.8769609352879075,8.038345368030836,5,1,1.0
32,"3,32",3,0.003,2,1.6919677209476756,10.949542191301425,5,2,2.0
33,"3,33",1,0.001,1,0.0,6.818194695115966,1,0,0.0
34,"3,34",1,0.001,1,0.0,4.279291146356253,1,0,0.0
35,"3,35",1,0.001,1,0.0,9.178512937064557,1,0,0.0
36,"3,36",1,0.001,1,0.0,3.7631804911900355,1,0,0.0
37,"3,37",1,0.001,1,0.0,1.7045545096490753,1,0,0.0
38,"3,38",16,0.016,7,4.952181752686945,26.527000315927,31,4,4.0
39,"3,39",3,0.003,2,10.97736100690718,12.874771543088057,5,2,2.0
40,"3,40",2,0.002,2,0.44773911605620237,7.885968131548571,3,1,1.0
41,"3,41",10,0.01,5,4.449119958590457,17.73080858738329,19,2,2.0
42,"3,42",1,0.001,1,0.0,2.6420797042507025,1,0,0.0
43,"3,43",1,0.001,1,0.0,8.03828055580936,1,0,0.0
44,"3,44",2,0.002,2,7.403965144788987,7.8341043034370985,3,1,1.0
45,"3,45",1,0.001,1,0.0,0.413968788321566,1,0,0.0
46,"3,46",1,0.001,1,0.0,0.41324217665172225,1,0,0.0
47,"3,47",12,0.012,7,12.078708553766889,17.95405352683027,23,1,1.0
48,"3,48",3,0.003,2,0.5831712289843631,6.908573124542701,5,2,2.0
49,"3,49",20,0.02,8,9.413997487331518,32.030454617161865,39,3,3.0
50,"3,50",1,0.001,1,0.0,5.478323853003176,1,0,0.0
51,"3,51",8,0.008,5,15.683031156529172,22.48016218992202,15,1,1.0
52,"3,52",4,0.004,3,3.454306049571902,15.518965275886044,7,2,2.0
53,"3,53",1,0.001,1,0.0,2.3918279662164896,1,0,0.0
54,"3,54",1,0.001,1,0.0,6.246031956914968,1,0,0.0
55,"3,55",1,0.001,1,0.0,2.0652050100084893,1,0,0.0
56,"3,56",3,0.003,3,3.074039608251228,10.077240667484544,5,2,2.0
57,"3,57",1,0.001,1,0.0,3.0237039742848286,1,0,0.0
58,"3,58",1,0.001,1,0.0,0.9654888600166427,1,0,0.0
59,"3,59",1,0.001,1,0.0,2.9314946718746393,1,0,0.0
60,"3,60",1,0.001,1,0.0,2.063104065449325,1,0,0.0
61,"3,61",1,0.001,1,0.0,3.075479048629158,1,0,0.0
62,"3,62",1,0.001,1,0.0,1.354933744045025,1,0,0.0
63,"3,63",30,0.03,9,14.932206982350658,49.354842815100014,59,7,7.0
64,"3,64",13,0.013,6,18.66236684519099,22.575436362544053,25,1,1.0
65,"3,65",1,0.001,1,0.0,5.146726068635211,1,0,0.0
66,"3,66",4,0.004,3,5.779796795161631,10.942892101450807,7,2,2.0
67,"3,67",2,0.002,2,8.166527710995442,14.03463223995519,3,1,1.0
68,"3,68",1,0.001,1,0.0,0.5235925054236773,1,0,0.0
69,"3,69",1,0.001,1,0.0,8.119288814446449,1,0,0.0
70,"3,70",1,0.001,1,0.0,2.3857534943242693,1,0,0.0
71,"3,71",1,0.001,1,0.0,8.02274485615159,1,0,0.0
72,"3,72",8,0.008,5,3.840478831592265,13.013023434432487,15,2,2.0
73,"3,73",1,0.001,1,0.0,3.0756904154981295,1,0,0.0
74,"3,74",2,0.002,2,3.7212279219771065,7.61616769574724,3,1,1.0
75,"3,75",6,0.006,4,16.01164454303212,21.75695731219205,11,3,3.0
76,"3,76",1,0.001,1,0.0,0.8491183525133864,1,0,0.0
77,"3,77",4,0.004,4,5.5208730004188755,9.235606003198411,7,1,1.0
78,"3,78",4,0.004,3,1.0403865979123281,3.3408093551954603,7,3,3.0
79,"3,79",10,0.01,5,19.971290464564145,38.63759113448148,19,6,6.0
80,"3,80",2,0.002,2,2.4907086997291734,7.755219271170308,3,1,1.0
81,"3,81",2,0.002,2,1.8031893265455547,2.153183567686362,3,1,1.0
82,"3,82",2,0.002,2,4.557961605034245,5.6022023750421885,3,1,1.0
83,"3,83",3,0.003,3,2.5312642479592586,8.321773172352167,5,2,2.0
84,"3,84",1,0.001,1,0.0,2.513519983900072,1,0,0.0
85,"3,85",10,0.01,4,23.735448243650147,34.354614217889726,19,2,2.0
86,"3,86",1,0.001,1,0.0,2.5913095022696084,1,0,0.0
87,"3,87",1,0.001,1,0.0,0.8174437568126957,1,0,0.0
88,"3,88",3,0.003,3,5.768025765817589,9.07781610521126,5,2,2.0
89,"3,89",1,0.001,1,0.0,9.306026251135176,1,0,0.0
90,"3,90",1,0.001,1,0.0,0.8769549618151402,1,0,0.0
91,"3,91",1,0.001,1,0.0,1.4875166638658428,1,0,0.0
92,"3,92",1,0.001,1,0.0,0.9060522450975492,1,0,0.0
93,"3,93",4,0.004,3,0.34941008093325426,11.074263192631623,7,1,1.0
94,"3,94",1,0.001,1,0.0,9.795907659229243,1,0,0.0
95,"3,95",1,0.001,1,0.0,3.6071538650053805,1,0,0.0
96,"3,96",6,0.006,3,9.534291606329724,26.984982425986345,11,2,2.0
97,"3,97",14,0.014,7,23.63902402838332,36.5191714928237,27,1,1.0
98,"3,98",2,0.002,2,0.744086336987813,6.149119185023243,3,1,1.0
99,"3,99",28,0.028,9,17.749956843558458,33.427735614825075,55,3,3.0
100,"3,100",1,0.001,1,0.0,3.1743342108702026,1,0,0.0
101,"3,101",2,0.002,2,4.6209278342906766,5.268594992307922,3,1,1.0
102,"3,102",1,0.001,1,0.0,3.559380356695922,1,0,0.0
103,"3,103",1,0.001,1,0.0,1.9069995725495983,1,0,0.0
104,"3,104",2,0.002,2,7.159698328113283,9.884079781055961,3,1,1.0
105,"3,105",1,0.001,1,0.0,4.589049198585901,1,0,0.0
106,"3,106",2,0.002,2,0.5748142987704495,2.828079078635385,3,1,1.0
107,"3,107",1,0.001,1,0.0,5.93715506721205,1,0,0.0
108,"3,108",7,0.007,6,2.8625203464062308,8.907000964768814,13,2,2.0
109,"3,109",1,0.001,1,0.0,0.29144500077439633,1,0,0.0
110,"3,110",1,0.001,1,0.0,1.9454876766868874,1,0,0.0
111,"3,111",1,0.001,1,0.0,0.5227800753139578,1,0,0.0
112,"3,112",6,0.006,3,5.233697747588085,10.922520539919688,11,1,1.0
113,"3,113",2,0.002,2,0.04865706241139529,1.161211237958009,3,1,1.0
114,"3,114",1,0.001,1,0.0,1.9870163104133534,1,0,0.0
115,"3,115",3,0.003,3,4.048334252655511,14.93446387878498,5,2,2.0
116,"3,116",1,0.001,1,0.0,0.4201065418879848,1,0,0.0
117,"3,117",1,0.001,1,0.0,0.03654060032247498,1,0,0.0
118,"3,118",1,0.001,1,0.0,0.5374498400828129,1,0,0.0
119,"3,119",6,0.006,4,10.233540878330173,17.63388636601342,11,1,1.0
120,"3,120",2,0.002,2,6.113264180809096,12.539911436212307,3,1,1.0
121,"3,121",1,0.001,1,0.0,1.1560513533023222,1,0,0.0
122,"3,122",1,0.001,1,0.0,0.15810229135379467,1,0,0.0
123,"3,123",1,0.001,1,0.0,0.26912185459877724,1,0,0.0
124,"3,124",2,0.002,2,1.3479083280719806,5.532678040361798,3,1,1.0
125,"3,125",3,0.003,3,0.7177985132944518,2.073803770020535,5,2,2.0
126,"3,126",1,0.001,1,0.0,2.4834456258255106,1,0,0.0
127,"3,127",2,0.002,2,3.081063961289321,8.316599855821838,3,1,1.0
128,"3,128",1,0.001,1,0.0,0.9286114162431245,1,0,0.0
129,"3,129",1,0.001,1,0.0,1.8034309483610813,1,0,0.0
130,"3,130",1,0.001,1,0.0,5.953762746414117,1,0,0.0
131,"3,131",2,0.002,2,1.770588466501067,2.7389822341647494,3,1,1.0
132,"3,132",1,0.001,1,0.0,8.873817278516595,1,0,0.0
133,"3,133",9,0.009,5,7.417558772767082,27.235149377626016,17,4,4.0
134,"3,134",1,0.001,1,0.0,4.542074398304812,1,0,0.0
135,"3,135",4,0.004,3,1.4083548332912939,7.76466006447279,7,2,2.0
136,"3,136",2,0.002,2,5.212691036914473,8.570152421157275,3,1,1.0
137,"3,137",1,0.001,1,0.0,2.4185857344974857,1,0,0.0
138,"3,138",1,0.001,1,0.0,0.9387997327411886,1,0,0.0
139,"3,139",1,0.001,1,0.0,4.691221054859906,1,0,0.0
