rep,seed_spawn_key,final_size,final_size_frac,peak_I,t_peak,duration,n_events,index_offspring,mean_initial_offspring
0,"1,0",2,0.002,2,1.109820662985953,4.019661280098104,3,1,1.0
1,"1,1",2,0.002,2,1.6332507620993455,2.6929003798293256,3,1,1.0
2,"1,2",1,0.001,1,0.0,1.0800588351037534,1,0,0.0
3,"1,3",928,0.928,272,14.927576612611647,57.27724194864765,1855,4,4.0
4,"1,4",1,0.001,1,0.0,0.8918239562706585,1,0,0.0
5,"1,5",1,0.001,1,0.0,2.45250958518398,1,0,0.0
6,"1,6",8,0.008,4,4.511515034209172,6.992677729628852,15,1,1.0
7,"1,7",905,0.905,243,20.708930292604386,64.65475556285163,1809,7,7.0
8,"1,8",1,0.001,1,0.0,0.3480354800896752,1,0,0.0
9,"1,9",878,0.878,244,23.50697675583611,63.21327230746933,1755,3,3.0
10,"1,10",890,0.89,271,20.877029731916537,76.80689018700605,1779,5,5.0
11,"1,11",883,0.883,227,16.542889338990527,72.81595206670434,1765,4,4.0
12,"1,12",1,0.001,1,0.0,0.36566857947868875,1,0,0.0
13,"1,13",897,0.897,249,23.404861745482656,58.761346128381795,1793,4,4.0
14,"1,14",903,0.903,278,21.835424029720674,61.4379900896854,1805,2,2.0
15,"1,15",910,0.91,266,18.6045103355339,56.71686970902625,1819,6,6.0
16,"1,16",862,0.862,260,21.54951110798701,57.38367653916624,1723,6,6.0
17,"1,17",924,0.924,259,22.555221413622355,70.42037781798544,1847,4,4.0
18,"1,18",1,0.001,1,0.0,2.733265887246097,1,0,0.0
19,"1,19",1,0.001,1,0.0,2.008186433848285,1,0,0.0
20,"1,20",1,0.001,1,0.0,3.161556685797423,1,0,0.0
21,"1,21",912,0.912,246,20.770813495512968,63.55792711090945,1823,8,8.0
22,"1,22",885,0.885,225,22.295861751880064,72.9348454902611,1769,6,6.0
23,"1,23",877,0.877,235,24.45298577047038,68.28641787050813,1753,3,3.0
24,"1,24",2,0.002,2,3.162811149654794,3.904331195989301,3,1,1.0
25,"1,25",908,0.908,282,26.269386849741412,61.29698519963134,1815,1,1.0
26,"1,26",3,0.003,3,4.500074937988188,6.272890344276961,5,2,2.0
27,"1,27",898,0.898,282,18.239821622792274,58.08658972246312,1795,2,2.0
28,"1,28",1,0.001,1,0.0,0.2864490306455366,1,0,0.0
29,"1,29",890,0.89,242,19.6275156885665,50.791150596388704,1779,4,4.0
30,"1,30",912,0.912,254,24.96437547294994,61.664945442802384,1823,1,1.0
31,"1,31",886,0.886,235,23.582842549692874,63.64492034846703,1771,3,3.0
32,"1,32",896,0.896,256,23.716169403629472,72.12304363170536,1791,2,2.0
33,"1,33",1,0.001,1,0.0,0.9244124608633298,1,0,0.0
34,"1,34",894,0.894,261,23.241063600490378,63.97382817793342,1787,2,2.0
35,"1,35",3,0.003,2,1.1152310741740432,5.60976419346846,5,1,1.0
36,"1,36",893,0.893,238,19.123704689836522,68.27407839487381,1785,9,9.0
37,"1,37",893,0.893,260,18.55831154054805,60.90018137562551,1785,1,1.0
38,"1,38",1,0.001,1,0.0,0.19484222406994187,1,0,0.0
39,"1,39",909,0.909,283,21.249643967032966,67.46109303490103,1817,1,1.0
40,"1,40",3,0.003,3,1.3403035553161997,3.4838302100678304,5,2,2.0
41,"1,41",878,0.878,241,20.065253172792634,63.264471666796176,1755,2,2.0
42,"1,42",900,0.9,261,19.690451497596165,78.36963263720736,1799,7,7.0
43,"1,43",1,0.001,1,0.0,1.2422812329142077,1,0,0.0
44,"1,44",1,0.001,1,0.0,0.03141483294750112,1,0,0.0
45,"1,45",894,0.894,256,28.321999967495284,69.89902507208166,1787,1,1.0
46,"1,46",1,0.001,1,0.0,1.9137545468801458,1,0,0.0
47,"1,47",1,0.001,1,0.0,0.3607764346385199,1,0,0.0
48,"1,48",907,0.907,232,26.184514990123372,59.61400984000762,1813,6,6.0
49,"1,49",1,0.001,1,0.0,0.5938705234579694,1,0,0.0
50,"1,50",2,0.002,2,0.20284147678763575,1.7908016273407514,3,1,1.0
51,"1,51",862,0.862,229,33.09794509051103,66.34745071388018,1723,1,1.0
52,"1,52",875,0.875,241,17.972766611440516,53.44881878313902,1749,8,8.0
53,"1,53",907,0.907,262,28.206338388854665,71.34205698683095,1813,1,1.0
54,"1,54",882,0.882,228,25.66139499607927,80.46740231365519,1763,1,1.0
55,"1,55",908,0.908,241,24.628001150467092,75.93837002237217,1815,4,4.0
56,"1,56",1,0.001,1,0.0,0.013211787644409625,1,0,0.0
57,"1,57",892,0.892,230,21.735769614362095,65.59475185838798,1783,6,6.0
58,"1,58",1,0.001,1,0.0,1.1352070710637245,1,0,0.0
59,"1,59",880,0.88,220,23.706432946578076,71.72618033993018,1759,5,5.0
60,"1,60",870,0.87,211,19.991106906921683,63.00567023709824,1739,7,7.0
61,"1,61",1,0.001,1,0.0,0.9420808435830506,1,0,0.0
62,"1,62",1,0.001,1,0.0,0.25537192940134695,1,0,0.0
