rep,seed_spawn_key,final_size,final_size_frac,peak_I,t_peak,duration,n_events,index_offspring,mean_initial_offspring
0,"30,0",9014,0.9014,2507,22.764624740769104,77.70675829417956,18018,0,3.6
1,"30,1",8890,0.889,2337,23.805974554666996,76.09986846438802,17770,0,1.8
2,"30,2",9050,0.905,2483,21.661762344524224,77.24278680277851,18090,4,3.3
3,"30,3",8917,0.8917,2392,26.909911774492677,90.97196149109298,17824,7,3.6
4,"30,4",8935,0.8935,2370,25.50059093599039,79.755095104135,17860,0,1.2
5,"30,5",8885,0.8885,2269,26.390282182044082,87.86841169223835,17760,1,0.8
6,"30,6",8904,0.8904,2176,24.482238770698785,74.13473060870845,17798,2,2.2
7,"30,7",8896,0.8896,2399,24.859541495072687,82.80467260197781,17782,2,2.3
8,"30,8",8898,0.8898,2378,24.43495935103294,95.28124651779828,17786,11,5.0
9,"30,9",8920,0.892,2326,24.672726883395857,71.05676853955505,17830,5,2.1
10,"30,10",8897,0.8897,2270,25.76856575031164,83.39335026334021,17784,3,1.1
11,"30,11",9012,0.9012,2484,23.359350107030863,84.31264880355168,18014,3,2.8
12,"30,12",8926,0.8926,2357,22.419349610712167,80.95545296063031,17842,6,2.2
13,"30,13",8980,0.898,2481,22.482041482105267,85.7265331595219,17950,0,2.1
14,"30,14",8952,0.8952,2345,23.154515175742358,87.90422078625346,17894,0,2.2
15,"30,15",8858,0.8858,2406,23.836679952242914,78.82206229912856,17706,2,3.1
16,"30,16",8907,0.8907,2403,23.81829511457346,74.83181085393102,17804,1,0.7
17,"30,17",8906,0.8906,2442,23.363266129346027,79.34795281257828,17802,5,2.4
18,"30,18",8897,0.8897,2304,22.900193846170446,70.60165260063893,17784,1,1.4
19,"30,19",8840,0.884,2223,24.67340219361518,79.41137727308987,17670,2,2.3
20,"30,20",8983,0.8983,2363,25.607525699720583,96.92547122621362,17956,9,1.8
21,"30,21",8848,0.8848,2278,26.055218520382837,75.46573390055228,17686,7,2.4
22,"30,22",8978,0.8978,2463,22.186344728146572,90.15035842492676,17946,7,2.1
23,"30,23",8916,0.8916,2197,24.944175580973408,88.42673447334361,17822,0,1.2
24,"30,24",9048,0.9048,2556,23.17281810766436,94.53408112822179,18086,3,3.3
25,"30,25",8958,0.8958,2307,27.07049965550115,79.36813536770576,17906,3,1.9
26,"30,26",9065,0.9065,2542,22.971351949719438,85.29982158500411,18120,2,3.3
27,"30,27",8937,0.8937,2548,23.22973641122374,93.46361991827902,17864,1,2.2
28,"30,28",8901,0.8901,2401,28.32446016019477,80.67367050181856,17792,8,2.6
29,"30,29",8973,0.8973,2460,24.34821240667708,79.42802800542692,17936,7,1.8
30,"30,30",8954,0.8954,2416,24.755388214412577,83.2391332261395,17898,0,1.1
31,"30,31",8841,0.8841,2273,21.905255874267716,93.93661086524725,17672,2,3.8
32,"30,32",8917,0.8917,2391,23.714925694423204,113.33324463618786,17824,2,2.4
33,"30,33",8975,0.8975,2410,23.6649236080819,90.10007803596139,17940,1,1.6
34,"30,34",8834,0.8834,2294,22.561559600985863,85.04831853616918,17658,1,2.8
35,"30,35",8956,0.8956,2340,27.41573063975242,99.32221345403164,17902,1,1.9
36,"30,36",8993,0.8993,2432,26.098576501519364,82.9904026246921,17976,3,2.6
37,"30,37",8951,0.8951,2499,23.596480105006005,90.48467473995306,17892,1,2.4
38,"30,38",9049,0.9049,2491,23.776112535836596,84.34033559004598,18088,1,2.0
39,"30,39",8856,0.8856,2231,26.54483580232091,77.98949153748941,17702,3,1.3
40,"30,40",8856,0.8856,2269,29.625362393058428,99.13680047142725,17702,0,1.0
41,"30,41",8909,0.8909,2289,21.65720774758569,78.61458487270849,17808,0,3.0
42,"30,42",8927,0.8927,2379,23.66697873151286,81.76289094213078,17844,2,2.3
43,"30,43",8933,0.8933,2499,29.9450619999396,89.69103461294488,17856,0,1.2
44,"30,44",9044,0.9044,2420,25.888087839080335,85.79399091761532,18078,2,1.9
45,"30,45",9033,0.9033,2486,22.56883018484492,78.20409508316966,18056,1,2.1
46,"30,46",8881,0.8881,2283,27.442313742305693,90.18656766720356,17752,1,1.5
47,"30,47",8918,0.8918,2335,22.67067533297575,82.81117803642078,17826,3,4.1
48,"30,48",8951,0.8951,2519,24.15734496530735,99.35071360939263,17892,2,1.1
49,"30,49",8961,0.8961,2285,22.510378281015726,76.9701558877846,17912,5,2.2
50,"30,50",9006,0.9006,2460,24.03888888771898,81.70945395637976,18002,1,2.1
51,"30,51",8956,0.8956,2506,22.214014787682423,91.44264269950536,17902,0,3.2
52,"30,52",8899,0.8899,2365,20.404245057842747,110.10094789812501,17788,1,1.4
53,"30,53",9041,0.9041,2440,25.235087411997476,82.90747280821796,18072,3,3.9
54,"30,54",8900,0.89,2401,23.5005484658226,83.73013770672098,17790,8,2.8
55,"30,55",8995,0.8995,2438,22.72381933041814,76.55272578015813,17980,2,1.9
56,"30,56",9006,0.9006,2393,24.969955019849678,84.15845414181348,18002,5,3.6
57,"30,57",8873,0.8873,2395,23.909581792123046,73.99329384431512,17736,2,1.5
58,"30,58",8865,0.8865,2361,22.299792663521455,77.19883674814028,17720,0,3.4
59,"30,59",8956,0.8956,2450,21.426394008764582,76.09358461630107,17902,11,5.2
60,"30,60",8992,0.8992,2347,23.442346667030495,80.42278181515891,17974,5,1.8
61,"30,61",8819,0.8819,2185,24.92012853920691,90.44454624755954,17628,4,4.4
62,"30,62",8954,0.8954,2416,26.039386022192293,80.06941512867303,17898,7,3.6
63,"30,63",8937,0.8937,2471,24.995513752350654,78.80026065036745,17864,2,2.3
64,"30,64",8976,0.8976,2399,24.493590987879518,74.15143776363868,17942,0,4.2
65,"30,65",8867,0.8867,2288,24.476947114141396,90.94230212104654,17724,1,1.5
66,"30,66",8992,0.8992,2349,21.7943311591673,81.10692944257737,17974,6,4.1
67,"30,67",8944,0.8944,2370,25.57675160074974,81.80177659407758,17878,0,2.1
68,"30,68",8921,0.8921,2363,24.104553479706002,77.03197923673508,17832,3,4.2
69,"30,69",8857,0.8857,2245,24.96599419226064,76.61297584971048,17704,1,2.6
70,"30,70",8891,0.8891,2432,26.066486618031185,83.47048111430138,17772,2,1.4
71,"30,71",8921,0.8921,2418,24.67763395407143,77.11621853019928,17832,0,2.0
72,"30,72",8982,0.8982,2455,24.806467627068876,83.51704412990547,17954,3,0.9
73,"30,73",8990,0.899,2346,26.81147352041714,103.96148585842754,17970,1,2.9
74,"30,74",8952,0.8952,2328,26.14555989283395,105.79792505209838,17894,0,3.8
75,"30,75",8895,0.8895,2458,24.229791611393743,80.18448321010618,17780,0,3.0
76,"30,76",8841,0.8841,2370,26.220371982029427,75.0335013691946,17672,2,2.0
77,"30,77",8917,0.8917,2323,24.163342042850083,75.76026697444746,17824,1,2.1
78,"30,78",8999,0.8999,2378,25.008341705475694,84.29726505136878,17988,3,3.1
79,"30,79",8921,0.8921,2387,21.941855539913334,83.55820883083679,17832,9,4.0
80,"30,80",8996,0.8996,2309,24.583351048629307,96.69139380686946,17982,0,2.9
81,"30,81",8933,0.8933,2338,24.220428159007813,76.24620395843391,17856,8,1.8
82,"30,82",9014,0.9014,2472,23.935566120193787,85.58697746619974,18018,1,1.6
83,"30,83",8937,0.8937,2415,26.191165609769033,81.17864194812813,17864,4,2.9
84,"30,84",8972,0.8972,2358,24.316046613581605,97.2815791629924,17934,5,2.8
85,"30,85",8954,0.8954,2283,25.319802066819914,87.48881962990009,17898,3,2.1
86,"30,86",8885,0.8885,2428,21.12468326458249,71.41441989300353,17760,5,4.0
87,"30,87",8901,0.8901,2352,26.029884369387716,85.81265226779458,17792,1,2.5
88,"30,88",8931,0.8931,2220,23.319276070072853,74.32254193919536,17852,0,1.9
89,"30,89",8820,0.882,2316,24.901308354331135,81.22207384178394,17630,1,2.1
90,"30,90",8958,0.8958,2355,23.250130365005955,75.48833290731463,17906,2,1.9
91,"30,91",8977,0.8977,2323,25.80355809555435,78.47234307289624,17944,1,1.9
92,"30,92",8996,0.8996,2455,24.692811431215738,82.1286599898403,17982,4,2.6
93,"30,93",8823,0.8823,2363,23.68727206082548,83.59914584644513,17636,0,3.5
94,"30,94",8962,0.8962,2412,20.76314591817472,88.31576583533747,17914,9,3.7
