rep,t,S,I,R
20,10.200000000000001,9842,93,65
20,10.4,9827,104,69
20,10.600000000000001,9811,118,71
20,10.8,9797,126,77
20,11.0,9787,132,81
20,11.200000000000001,9777,138,85
20,11.4,9766,143,91
20,11.600000000000001,9753,151,96
20,11.8,9738,157,105
20,12.0,9721,170,109
20,12.200000000000001,9703,177,120
20,12.4,9683,191,126
20,12.600000000000001,9663,204,133
20,12.8,9641,219,140
20,13.0,9618,232,150
20,13.200000000000001,9592,248,160
20,13.4,9574,257,169
20,13.600000000000001,9556,262,182
20,13.8,9537,274,189
20,14.0,9518,279,203
20,14.200000000000001,9492,300,208
20,14.4,9463,316,221
20,14.600000000000001,9436,330,234
20,14.8,9400,350,250
20,15.0,9369,365,266
20,15.200000000000001,9337,383,280
20,15.4,9304,405,291
20,15.600000000000001,9258,439,303
20,15.8,9204,479,317
20,16.0,9160,503,337
20,16.2,9105,533,362
20,16.400000000000002,9057,569,374
20,16.6,9001,611,388
20,16.8,8951,629,420
20,17.0,8901,654,445
20,17.2,8835,697,468
20,17.400000000000002,8798,700,502
20,17.6,8743,726,531
20,17.8,8661,779,560
20,18.0,8575,825,600
20,18.2,8500,868,632
20,18.400000000000002,8420,919,661
20,18.6,8360,947,693
20,18.8,8269,983,748
20,19.0,8176,1050,774
20,19.200000000000003,8102,1078,820
20,19.400000000000002,8011,1128,861
20,19.6,7932,1168,900
20,19.8,7848,1201,951
20,20.0,7755,1245,1000
20,20.200000000000003,7642,1313,1045
20,20.400000000000002,7547,1357,1096
20,20.6,7443,1407,1150
20,20.8,7326,1471,1203
20,21.0,7206,1525,1269
20,21.200000000000003,7098,1576,1326
20,21.400000000000002,6971,1627,1402
20,21.6,6853,1666,1481
20,21.8,6740,1707,1553
20,22.0,6620,1765,1615
20,22.200000000000003,6516,1798,1686
20,22.400000000000002,6385,1851,1764
20,22.6,6284,1879,1837
20,22.8,6151,1925,1924
20,23.0,6037,1965,1998
20,23.200000000000003,5917,1998,2085
20,23.400000000000002,5800,2036,2164
20,23.6,5672,2072,2256
20,23.8,5554,2100,2346
20,24.0,5437,2125,2438
20,24.200000000000003,5323,2163,2514
20,24.400000000000002,5210,2193,2597
20,24.6,5085,2236,2679
20,24.8,4960,2265,2775
20,25.0,4833,2298,2869
20,25.200000000000003,4711,2338,2951
20,25.400000000000002,4608,2337,3055
20,25.6,4497,2359,3144
20,25.8,4414,2338,3248
20,26.0,4311,2339,3350
20,26.200000000000003,4222,2325,3453
20,26.400000000000002,4136,2314,3550
20,26.6,4043,2318,3639
20,26.8,3954,2315,3731
20,27.0,3858,2318,3824
20,27.200000000000003,3757,2337,3906
20,27.400000000000002,3666,2325,4009
20,27.6,3588,2313,4099
20,27.8,3489,2318,4193
20,28.0,3392,2328,4280
20,28.200000000000003,3320,2308,4372
20,28.400000000000002,3226,2312,4462
20,28.6,3149,2309,4542
20,28.8,3076,2272,4652
20,29.0,3002,2248,4750
20,29.200000000000003,2928,2251,4821
20,29.400000000000002,2860,2228,4912
20,29.6,2793,2211,4996
20,29.8,2712,2213,5075
20,30.0,2647,2190,5163
20,30.200000000000003,2588,2157,5255
20,30.400000000000002,2539,2111,5350
20,30.6,2478,2084,5438
20,30.8,2429,2037,5534
20,31.0,2379,2001,5620
20,31.200000000000003,2336,1964,5700
20,31.400000000000002,2294,1920,5786
20,31.6,2247,1897,5856
20,31.8,2202,1867,5931
20,32.0,2161,1834,6005
20,32.2,2123,1804,6073
20,32.4,2088,1761,6151
20,32.6,2049,1714,6237
20,32.800000000000004,2012,1695,6293
20,33.0,1966,1670,6364
20,33.2,1935,1635,6430
20,33.4,1904,1607,6489
20,33.6,1880,1561,6559
20,33.800000000000004,1842,1543,6615
20,34.0,1820,1529,6651
20,34.2,1794,1499,6707
20,34.4,1775,1460,6765
20,34.6,1730,1444,6826
20,34.800000000000004,1700,1412,6888
20,35.0,1677,1372,6951
20,35.2,1651,1346,7003
20,35.4,1627,1315,7058
20,35.6,1607,1295,7098
20,35.800000000000004,1582,1271,7147
20,36.0,1566,1232,7202
20,36.2,1540,1217,7243
20,36.4,1518,1184,7298
20,36.6,1501,1153,7346
20,36.800000000000004,1484,1119,7397
20,37.0,1467,1076,7457
20,37.2,1454,1044,7502
20,37.4,1437,999,7564
20,37.6,1424,971,7605
20,37.800000000000004,1412,941,7647
20,38.0,1398,913,7689
20,38.2,1381,898,7721
20,38.400000000000006,1370,880,7750
20,38.6,1359,849,7792
20,38.800000000000004,1354,821,7825
20,39.0,1336,817,7847
20,39.2,1328,802,7870
20,39.400000000000006,1320,781,7899
20,39.6,1310,760,7930
20,39.800000000000004,1301,739,7960
20,40.0,1291,716,7993
20,40.2,1282,698,8020
20,40.400000000000006,1273,677,8050
20,40.6,1267,654,8079
20,40.800000000000004,1259,628,8113
20,41.0,1251,619,8130
20,41.2,1241,601,8158
20,41.400000000000006,1232,588,8180
20,41.6,1227,569,8204
20,41.800000000000004,1221,549,8230
20,42.0,1215,538,8247
20,42.2,1206,530,8264
20,42.400000000000006,1200,511,8289
20,42.6,1199,491,8310
20,42.800000000000004,1194,476,8330
20,43.0,1189,462,8349
20,43.2,1184,450,8366
20,43.400000000000006,1178,437,8385
20,43.6,1173,423,8404
20,43.800000000000004,1166,418,8416
20,44.0,1161,400,8439
20,44.2,1157,376,8467
20,44.400000000000006,1153,373,8474
20,44.6,1150,363,8487
20,44.800000000000004,1149,348,8503
20,45.0,1144,338,8518
20,45.2,1138,331,8531
20,45.400000000000006,1135,316,8549
20,45.6,1135,306,8559
20,45.800000000000004,1131,291,8578
20,46.0,1129,284,8587
20,46.2,1129,272,8599
20,46.400000000000006,1126,265,8609
20,46.6,1123,257,8620
20,46.800000000000004,1120,251,8629
20,47.0,1117,239,8644
20,47.2,1115,231,8654
20,47.400000000000006,1114,224,8662
20,47.6,1109,224,8667
20,47.800000000000004,1109,220,8671
20,48.0,1105,221,8674
20,48.2,1103,213,8684
20,48.400000000000006,1102,203,8695
20,48.6,1099,197,8704
20,48.800000000000004,1097,189,8714
20,49.0,1092,183,8725
20,49.2,1092,176,8732
20,49.400000000000006,1092,170,8738
20,49.6,1090,161,8749
20,49.800000000000004,1084,162,8754
20,50.0,1082,159,8759
20,50.2,1081,154,8765
20,50.400000000000006,1078,151,8771
20,50.6,1077,150,8773
20,50.800000000000004,1075,146,8779
20,51.0,1074,143,8783
20,51.2,1072,139,8789
20,51.400000000000006,1071,132,8797
20,51.6,1071,131,8798
20,51.800000000000004,1071,126,8803
20,52.0,1071,123,8806
20,52.2,1068,119,8813
20,52.400000000000006,1068,116,8816
20,52.6,1065,115,8820
20,52.800000000000004,1063,112,8825
20,53.0,1062,109,8829
20,53.2,1062,105,8833
20,53.400000000000006,1060,104,8836
20,53.6,1058,100,8842
20,53.800000000000004,1058,96,8846
20,54.0,1058,94,8848
20,54.2,1056,91,8853
20,54.400000000000006,1056,85,8859
20,54.6,1056,81,8863
20,54.800000000000004,1055,79,8866
20,55.0,1053,75,8872
20,55.2,1052,74,8874
20,55.400000000000006,1049,75,8876
20,55.6,1047,75,8878
20,55.800000000000004,1047,73,8880
20,56.0,1045,73,8882
20,56.2,1045,67,8888
20,56.400000000000006,1044,65,8891
20,56.6,1042,60,8898
20,56.800000000000004,1042,57,8901
20,57.0,1042,53,8905
20,57.2,1041,50,8909
20,57.400000000000006,1041,50,8909
20,57.6,1041,49,8910
20,57.800000000000004,1040,48,8912
20,58.0,1040,45,8915
20,58.2,1039,46,8915
20,58.400000000000006,1039,46,8915
20,58.6,1037,46,8917
20,58.800000000000004,1037,45,8918
20,59.0,1037,44,8919
20,59.2,1037,43,8920
20,59.400000000000006,1037,43,8920
20,59.6,1037,43,8920
20,59.800000000000004,1036,43,8921
20,60.0,1036,41,8923
20,60.2,1036,37,8927
20,60.400000000000006,1035,36,8929
20,60.6,1034,36,8930
20,60.800000000000004,1034,33,8933
20,61.0,1033,33,8934
20,61.2,1032,33,8935
20,61.400000000000006,1032,32,8936
20,61.6,1032,31,8937
20,61.800000000000004,1032,30,8938
20,62.0,1032,28,8940
20,62.2,1032,26,8942
20,62.400000000000006,1032,25,8943
20,62.6,1032,25,8943
20,62.800000000000004,1032,23,8945
20,63.0,1031,24,8945
20,63.2,1031,23,8946
20,63.400000000000006,1030,24,8946
20,63.6,1030,24,8946
20,63.800000000000004,1030,22,8948
20,64.0,1030,22,8948
20,64.2,1030,21,8949
20,64.4,1030,21,8949
20,64.60000000000001,1030,21,8949
20,64.8,1030,20,8950
20,65.0,1029,21,8950
20,65.2,1029,18,8953
20,65.4,1029,18,8953
20,65.60000000000001,1029,18,8953
20,65.8,1028,18,8954
20,66.0,1026,19,8955
20,66.2,1026,18,8956
20,66.4,1025,19,8956
20,66.60000000000001,1024,19,8957
20,66.8,1023,18,8959
20,67.0,1023,17,8960
20,67.2,1023,15,8962
20,67.4,1023,14,8963
20,67.60000000000001,1023,13,8964
20,67.8,1023,13,8964
20,68.0,1023,13,8964
20,68.2,1023,13,8964
20,68.4,1022,14,8964
20,68.60000000000001,1022,13,8965
20,68.8,1022,13,8965
20,69.0,1021,14,8965
20,69.2,1021,14,8965
20,69.4,1021,14,8965
20,69.60000000000001,1021,14,8965
20,69.8,1021,14,8965
20,70.0,1021,12,8967
20,70.2,1021,12,8967
20,70.4,1021,12,8967
20,70.60000000000001,1021,12,8967
20,70.8,1020,13,8967
20,71.0,1020,11,8969
20,71.2,1020,11,8969
20,71.4,1020,11,8969
20,71.60000000000001,1020,10,8970
20,71.8,1020,10,8970
20,72.0,1020,10,8970
20,72.2,1020,9,8971
20,72.4,1020,9,8971
20,72.60000000000001,1020,9,8971
20,72.8,1020,8,8972
20,73.0,1020,6,8974
20,73.2,1020,6,8974
20,73.4,1020,6,8974
20,73.60000000000001,1020,6,8974
20,73.8,1020,6,8974
20,74.0,1020,5,8975
20,74.2,1020,5,8975
20,74.4,1020,5,8975
20,74.60000000000001,1020,5,8975
20,74.8,1020,5,8975
20,75.0,1020,5,8975
20,75.2,1020,5,8975
20,75.4,1020,4,8976
20,75.60000000000001,1020,4,8976
20,75.8,1020,4,8976
20,76.0,1020,3,8977
20,76.2,1020,3,8977
20,76.4,1020,3,8977
20,76.60000000000001,1020,3,8977
20,76.80000000000001,1020,3,8977
20,77.0,1020,2,8978
20,77.2,1020,2,8978
20,77.4,1020,2,8978
20,77.60000000000001,1020,2,8978
20,77.80000000000001,1020,2,8978
20,78.0,1020,2,8978
20,78.2,1020,2,8978
20,78.4,1020,2,8978
20,78.60000000000001,1020,2,8978
20,78.80000000000001,1020,2,8978
20,79.0,1020,2,8978
20,79.2,1020,2,8978
20,79.4,1020,2,8978
20,79.60000000000001,1020,2,8978
20,79.80000000000001,1020,2,8978
20,80.0,1020,2,8978
20,80.2,1020,2,8978
20,80.4,1020,2,8978
20,80.60000000000001,1020,2,8978
20,80.80000000000001,1020,2,8978
20,81.0,1020,2,8978
20,81.2,1019,3,8978
20,81.4,1019,3,8978
20,81.60000000000001,1019,3,8978
20,81.80000000000001,1019,3,8978
20,82.0,1019,3,8978
20,82.2,1019,3,8978
20,82.4,1019,3,8978
20,82.60000000000001,1019,3,8978
20,82.80000000000001,1019,3,8978
20,83.0,1019,3,8978
20,83.2,1019,3,8978
20,83.4,1019,2,8979
20,83.60000000000001,1019,2,8979
20,83.80000000000001,1019,2,8979
20,84.0,1019,2,8979
20,84.2,1019,2,8979
20,84.4,1019,2,8979
20,84.60000000000001,1019,2,8979
20,84.80000000000001,1019,2,8979
20,85.0,1019,2,8979
20,85.2,1018,3,8979
20,85.4,1018,3,8979
20,85.60000000000001,1018,3,8979
20,85.80000000000001,1018,3,8979
20,86.0,1018,3,8979
20,86.2,1018,3,8979
20,86.4,1018,3,8979
20,86.60000000000001,1018,3,8979
20,86.80000000000001,1018,3,8979
20,87.0,1018,3,8979
20,87.2,1018,3,8979
20,87.4,1018,3,8979
20,87.60000000000001,1018,3,8979
20,87.80000000000001,1018,3,8979
20,88.0,1018,1,8981
20,88.2,1018,1,8981
20,88.4,1018,1,8981
20,88.60000000000001,1018,1,8981
20,88.80000000000001,1018,1,8981
20,89.0,1018,1,8981
20,89.2,1018,1,8981
20,89.4,1018,1,8981
20,89.60000000000001,1018,1,8981
20,89.80000000000001,1018,1,8981
20,90.0,1018,1,8981
20,90.2,1017,2,8981
20,90.4,1017,2,8981
20,90.60000000000001,1017,2,8981
20,90.80000000000001,1017,2,8981
20,91.0,1017,2,8981
20,91.2,1017,2,8981
20,91.4,1017,2,8981
20,91.60000000000001,1017,2,8981
20,91.80000000000001,1017,2,8981
20,92.0,1017,2,8981
20,92.2,1017,2,8981
20,92.4,1017,2,8981
20,92.60000000000001,1017,2,8981
20,92.80000000000001,1017,2,8981
20,93.0,1017,2,8981
20,93.2,1017,2,8981
20,93.4,1017,2,8981
20,93.60000000000001,1017,2,8981
20,93.80000000000001,1017,1,8982
20,94.0,1017,1,8982
20,94.2,1017,1,8982
20,94.4,1017,1,8982
20,94.60000000000001,1017,1,8982
20,94.80000000000001,1017,1,8982
20,95.0,1017,1,8982
20,95.2,1017,1,8982
20,95.4,1017,1,8982
20,95.60000000000001,1017,1,8982
20,95.80000000000001,1017,1,8982
20,96.0,1017,1,8982
20,96.2,1017,1,8982
20,96.4,1017,1,8982
20,96.60000000000001,1017,1,8982
20,96.80000000000001,1017,1,8982
20,97.0,1017,0,8983
20,97.2,1017,0,8983
20,97.4,1017,0,8983
20,97.60000000000001,1017,0,8983
20,97.80000000000001,1017,0,8983
20,98.0,1017,0,8983
20,98.2,1017,0,8983
20,98.4,1017,0,8983
20,98.60000000000001,1017,0,8983
20,98.80000000000001,1017,0,8983
20,99.0,1017,0,8983
20,99.2,1017,0,8983
20,99.4,1017,0,8983
20,99.60000000000001,1017,0,8983
20,99.80000000000001,1017,0,8983
20,100.0,1017,0,8983
20,100.2,1017,0,8983
20,100.4,1017,0,8983
20,100.60000000000001,1017,0,8983
20,100.80000000000001,1017,0,8983
20,101.0,1017,0,8983
20,101.2,1017,0,8983
20,101.4,1017,0,8983
20,101.60000000000001,1017,0,8983
20,101.80000000000001,1017,0,8983
20,102.0,1017,0,8983
20,102.2,1017,0,8983
20,102.4,1017,0,8983
20,102.60000000000001,1017,0,8983
20,102.80000000000001,1017,0,8983
20,103.0,1017,0,8983
20,103.2,1017,0,8983
20,103.4,1017,0,8983
20,103.60000000000001,1017,0,8983
20,103.80000000000001,1017,0,8983
20,104.0,1017,0,8983
20,104.2,1017,0,8983
20,104.4,1017,0,8983
20,104.60000000000001,1017,0,8983
20,104.80000000000001,1017,0,8983
20,105.0,1017,0,8983
20,105.2,1017,0,8983
20,105.4,1017,0,8983
20,105.60000000000001,1017,0,8983
20,105.80000000000001,1017,0,8983
20,106.0,1017,0,8983
20,106.2,1017,0,8983
20,106.4,1017,0,8983
20,106.60000000000001,1017,0,8983
20,106.80000000000001,1017,0,8983
20,107.0,1017,0,8983
20,107.2,1017,0,8983
20,107.4,1017,0,8983
20,107.60000000000001,1017,0,8983
20,107.80000000000001,1017,0,8983
20,108.0,1017,0,8983
20,108.2,1017,0,8983
20,108.4,1017,0,8983
20,108.60000000000001,1017,0,8983
20,108.80000000000001,1017,0,8983
20,109.0,1017,0,8983
20,109.2,1017,0,8983
20,109.4,1017,0,8983
20,109.60000000000001,1017,0,8983
20,109.80000000000001,1017,0,8983
20,110.0,1017,0,8983
20,110.2,1017,0,8983
20,110.4,1017,0,8983
20,110.60000000000001,1017,0,8983
20,110.80000000000001,1017,0,8983
20,111.0,1017,0,8983
20,111.2,1017,0,8983
20,111.4,1017,0,8983
20,111.60000000000001,1017,0,8983
20,111.80000000000001,1017,0,8983
20,112.0,1017,0,8983
20,112.2,1017,0,8983
20,112.4,1017,0,8983
20,112.60000000000001,1017,0,8983
20,112.80000000000001,1017,0,8983
20,113.0,1017,0,8983
20,113.2,1017,0,8983
20,113.4,1017,0,8983
20,113.60000000000001,1017,0,8983
20,113.80000000000001,1017,0,8983
20,114.0,1017,0,8983
20,114.2,1017,0,8983
20,114.4,1017,0,8983
20,114.60000000000001,1017,0,8983
20,114.80000000000001,1017,0,8983
20,115.0,1017,0,8983
20,115.2,1017,0,8983
20,115.4,1017,0,8983
20,115.60000000000001,1017,0,8983
20,115.80000000000001,1017,0,8983
20,116.0,1017,0,8983
20,116.2,1017,0,8983
20,116.4,1017,0,8983
20,116.60000000000001,1017,0,8983
20,116.80000000000001,1017,0,8983
20,117.0,1017,0,8983
20,117.2,1017,0,8983
20,117.4,1017,0,8983
20,117.60000000000001,1017,0,8983
20,117.80000000000001,1017,0,8983
20,118.0,1017,0,8983
20,118.2,1017,0,8983
20,118.4,1017,0,8983
20,118.60000000000001,1017,0,8983
20,118.80000000000001,1017,0,8983
20,119.0,1017,0,8983
20,119.2,1017,0,8983
20,119.4,1017,0,8983
20,119.60000000000001,1017,0,8983
20,119.80000000000001,1017,0,8983
20,120.0,1017,0,8983
21,0.0,9990,10,0
21,0.2,9990,9,1
21,0.4,9988,11,1
21,0.6000000000000001,9986,13,1
21,0.8,9985,14,1
21,1.0,9984,15,1
21,1.2000000000000002,9983,16,1
21,1.4000000000000001,9981,18,1
21,1.6,9980,19,1
21,1.8,9980,19,1
21,2.0,9977,18,5
21,2.2,9976,18,6
21,2.4000000000000004,9973,21,6
21,2.6,9971,23,6
21,2.8000000000000003,9968,25,7
21,3.0,9966,26,8
21,3.2,9965,27,8
21,3.4000000000000004,9962,29,9
21,3.6,9962,28,10
21,3.8000000000000003,9957,32,11
21,4.0,9956,32,12
21,4.2,9954,33,13
21,4.4,9950,35,15
21,4.6000000000000005,9946,37,17
21,4.800000000000001,9943,37,20
21,5.0,9940,38,22
21,5.2,9939,38,23
21,5.4,9937,39,24
21,5.6000000000000005,9934,41,25
21,5.800000000000001,9928,46,26
21,6.0,9922,48,30
21,6.2,9912,56,32
21,6.4,9909,56,35
21,6.6000000000000005,9901,63,36
21,6.800000000000001,9899,63,38
21,7.0,9895,64,41
21,7.2,9888,66,46
21,7.4,9878,70,52
21,7.6000000000000005,9875,71,54
21,7.800000000000001,9872,70,58
21,8.0,9868,72,60
21,8.200000000000001,9856,81,63
21,8.4,9848,85,67
21,8.6,9840,87,73
21,8.8,9829,93,78
21,9.0,9812,106,82
21,9.200000000000001,9801,112,87
21,9.4,9793,114,93
21,9.600000000000001,9783,119,98
21,9.8,9772,128,100
21,10.0,9753,137,110
21,10.200000000000001,9738,148,114
21,10.4,9720,160,120
21,10.600000000000001,9708,165,127
21,10.8,9692,176,132
21,11.0,9677,179,144
21,11.200000000000001,9666,183,151
21,11.4,9644,196,160
21,11.600000000000001,9627,204,169
21,11.8,9608,217,175
21,12.0,9584,228,188
21,12.200000000000001,9561,243,196
21,12.4,9539,249,212
21,12.600000000000001,9518,255,227
21,12.8,9484,278,238
21,13.0,9456,296,248
21,13.200000000000001,9429,310,261
21,13.4,9397,333,270
21,13.600000000000001,9359,355,286
21,13.8,9318,389,293
21,14.0,9275,414,311
21,14.200000000000001,9234,433,333
21,14.4,9182,458,360
21,14.600000000000001,9147,476,377
21,14.8,9107,496,397
21,15.0,9065,521,414
21,15.200000000000001,9015,542,443
21,15.4,8954,576,470
21,15.600000000000001,8908,603,489
21,15.8,8854,640,506
21,16.0,8803,668,529
21,16.2,8733,716,551
21,16.400000000000002,8659,751,590
21,16.6,8579,802,619
21,16.8,8515,837,648
21,17.0,8429,902,669
21,17.2,8355,943,702
21,17.400000000000002,8272,990,738
21,17.6,8187,1042,771
21,17.8,8118,1073,809
21,18.0,8028,1124,848
21,18.2,7944,1160,896
21,18.400000000000002,7857,1207,936
21,18.6,7755,1251,994
21,18.8,7667,1282,1051
21,19.0,7567,1330,1103
21,19.200000000000003,7473,1364,1163
21,19.400000000000002,7364,1418,1218
21,19.6,7253,1478,1269
21,19.8,7159,1526,1315
21,20.0,7055,1548,1397
21,20.200000000000003,6943,1596,1461
21,20.400000000000002,6821,1659,1520
21,20.6,6709,1698,1593
21,20.8,6603,1739,1658
21,21.0,6496,1781,1723
21,21.200000000000003,6395,1801,1804
21,21.400000000000002,6284,1830,1886
21,21.6,6176,1870,1954
21,21.8,6065,1894,2041
21,22.0,5945,1942,2113
21,22.200000000000003,5831,1987,2182
21,22.400000000000002,5707,2018,2275
21,22.6,5609,2037,2354
21,22.8,5478,2083,2439
21,23.0,5371,2088,2541
21,23.200000000000003,5264,2100,2636
21,23.400000000000002,5149,2115,2736
21,23.6,5049,2128,2823
21,23.8,4954,2126,2920
21,24.0,4841,2160,2999
21,24.200000000000003,4753,2148,3099
21,24.400000000000002,4644,2162,3194
21,24.6,4547,2178,3275
21,24.8,4447,2188,3365
21,25.0,4353,2197,3450
21,25.200000000000003,4253,2225,3522
21,25.400000000000002,4160,2234,3606
21,25.6,4071,2229,3700
21,25.8,3967,2240,3793
21,26.0,3863,2271,3866
21,26.200000000000003,3786,2264,3950
21,26.400000000000002,3694,2259,4047
21,26.6,3600,2265,4135
21,26.8,3529,2235,4236
21,27.0,3443,2227,4330
21,27.200000000000003,3364,2216,4420
21,27.400000000000002,3283,2210,4507
21,27.6,3223,2196,4581
21,27.8,3158,2164,4678
21,28.0,3085,2139,4776
21,28.200000000000003,3016,2120,4864
21,28.400000000000002,2965,2096,4939
21,28.6,2910,2070,5020
21,28.8,2863,2030,5107
21,29.0,2801,2013,5186
21,29.200000000000003,2746,1980,5274
21,29.400000000000002,2687,1953,5360
21,29.6,2644,1908,5448
21,29.8,2594,1876,5530
21,30.0,2540,1873,5587
21,30.200000000000003,2498,1842,5660
21,30.400000000000002,2464,1796,5740
21,30.6,2416,1770,5814
21,30.8,2378,1740,5882
21,31.0,2336,1703,5961
21,31.200000000000003,2299,1670,6031
21,31.400000000000002,2261,1644,6095
21,31.6,2234,1608,6158
21,31.8,2182,1598,6220
21,32.0,2154,1574,6272
21,32.2,2117,1538,6345
21,32.4,2074,1515,6411
21,32.6,2047,1463,6490
21,32.800000000000004,2021,1439,6540
21,33.0,1994,1405,6601
21,33.2,1964,1377,6659
21,33.4,1937,1352,6711
21,33.6,1907,1322,6771
21,33.800000000000004,1882,1279,6839
21,34.0,1856,1255,6889
21,34.2,1834,1218,6948
21,34.4,1806,1196,6998
21,34.6,1786,1170,7044
21,34.800000000000004,1770,1137,7093
21,35.0,1752,1111,7137
21,35.2,1729,1088,7183
21,35.4,1716,1045,7239
21,35.6,1699,1009,7292
21,35.800000000000004,1683,990,7327
21,36.0,1673,962,7365
21,36.2,1656,946,7398
21,36.4,1634,937,7429
21,36.6,1617,908,7475
21,36.800000000000004,1603,888,7509
21,37.0,1593,858,7549
21,37.2,1579,852,7569
21,37.4,1569,828,7603
21,37.6,1556,799,7645
21,37.800000000000004,1545,781,7674
21,38.0,1532,764,7704
21,38.2,1518,744,7738
21,38.400000000000006,1506,722,7772
21,38.6,1494,711,7795
21,38.800000000000004,1485,690,7825
21,39.0,1474,665,7861
21,39.2,1466,655,7879
21,39.400000000000006,1461,640,7899
21,39.6,1450,632,7918
21,39.800000000000004,1443,613,7944
21,40.0,1429,601,7970
21,40.2,1422,577,8001
21,40.400000000000006,1416,562,8022
21,40.6,1410,544,8046
21,40.800000000000004,1400,531,8069
21,41.0,1397,510,8093
21,41.2,1389,504,8107
21,41.400000000000006,1384,492,8124
21,41.6,1379,473,8148
21,41.800000000000004,1371,459,8170
21,42.0,1362,444,8194
21,42.2,1347,434,8219
21,42.400000000000006,1340,427,8233
21,42.6,1329,423,8248
21,42.800000000000004,1323,417,8260
21,43.0,1315,406,8279
21,43.2,1308,395,8297
21,43.400000000000006,1302,387,8311
21,43.6,1300,380,8320
21,43.800000000000004,1297,366,8337
21,44.0,1295,350,8355
21,44.2,1288,346,8366
21,44.400000000000006,1279,340,8381
21,44.6,1278,323,8399
21,44.800000000000004,1271,319,8410
21,45.0,1268,315,8417
21,45.2,1263,301,8436
21,45.400000000000006,1258,292,8450
21,45.6,1257,285,8458
21,45.800000000000004,1250,283,8467
21,46.0,1245,283,8472
21,46.2,1241,269,8490
21,46.400000000000006,1241,257,8502
21,46.6,1238,246,8516
21,46.800000000000004,1236,240,8524
21,47.0,1232,241,8527
21,47.2,1230,230,8540
21,47.400000000000006,1227,222,8551
21,47.6,1225,214,8561
21,47.800000000000004,1224,202,8574
21,48.0,1224,194,8582
21,48.2,1222,192,8586
21,48.400000000000006,1221,182,8597
21,48.6,1218,181,8601
21,48.800000000000004,1216,175,8609
21,49.0,1214,171,8615
21,49.2,1211,162,8627
21,49.400000000000006,1209,158,8633
21,49.6,1208,152,8640
21,49.800000000000004,1206,148,8646
21,50.0,1204,143,8653
21,50.2,1199,141,8660
21,50.400000000000006,1198,135,8667
21,50.6,1196,133,8671
21,50.800000000000004,1196,129,8675
21,51.0,1195,126,8679
21,51.2,1195,118,8687
21,51.400000000000006,1193,117,8690
21,51.6,1191,116,8693
21,51.800000000000004,1189,114,8697
21,52.0,1187,112,8701
21,52.2,1186,110,8704
21,52.400000000000006,1186,106,8708
21,52.6,1186,100,8714
21,52.800000000000004,1183,97,8720
21,53.0,1183,95,8722
21,53.2,1182,91,8727
21,53.400000000000006,1180,88,8732
21,53.6,1180,83,8737
21,53.800000000000004,1180,81,8739
21,54.0,1178,79,8743
21,54.2,1178,73,8749
21,54.400000000000006,1176,72,8752
21,54.6,1176,68,8756
21,54.800000000000004,1176,65,8759
21,55.0,1175,65,8760
21,55.2,1171,67,8762
21,55.400000000000006,1169,64,8767
21,55.6,1169,64,8767
21,55.800000000000004,1168,62,8770
21,56.0,1168,60,8772
21,56.2,1167,59,8774
21,56.400000000000006,1167,58,8775
21,56.6,1166,59,8775
21,56.800000000000004,1166,57,8777
21,57.0,1166,53,8781
21,57.2,1165,50,8785
21,57.400000000000006,1165,49,8786
21,57.6,1165,47,8788
21,57.800000000000004,1165,46,8789
21,58.0,1165,43,8792
21,58.2,1165,43,8792
21,58.400000000000006,1165,40,8795
21,58.6,1163,40,8797
21,58.800000000000004,1163,39,8798
21,59.0,1163,37,8800
21,59.2,1163,36,8801
21,59.400000000000006,1162,35,8803
21,59.6,1162,33,8805
21,59.800000000000004,1160,33,8807
21,60.0,1160,32,8808
21,60.2,1160,32,8808
21,60.400000000000006,1160,30,8810
21,60.6,1160,28,8812
21,60.800000000000004,1159,29,8812
21,61.0,1158,30,8812
21,61.2,1158,30,8812
21,61.400000000000006,1158,30,8812
21,61.6,1158,28,8814
21,61.800000000000004,1158,26,8816
21,62.0,1158,25,8817
21,62.2,1158,24,8818
21,62.400000000000006,1158,23,8819
21,62.6,1158,22,8820
21,62.800000000000004,1158,21,8821
21,63.0,1156,22,8822
21,63.2,1155,21,8824
21,63.400000000000006,1155,19,8826
21,63.6,1155,16,8829
21,63.800000000000004,1155,15,8830
21,64.0,1155,14,8831
21,64.2,1155,11,8834
21,64.4,1155,10,8835
21,64.60000000000001,1155,10,8835
21,64.8,1155,10,8835
21,65.0,1155,9,8836
21,65.2,1155,9,8836
21,65.4,1155,9,8836
21,65.60000000000001,1155,8,8837
21,65.8,1155,8,8837
21,66.0,1155,8,8837
21,66.2,1154,8,8838
21,66.4,1154,8,8838
21,66.60000000000001,1154,8,8838
21,66.8,1154,8,8838
21,67.0,1154,8,8838
21,67.2,1154,8,8838
21,67.4,1154,8,8838
21,67.60000000000001,1154,8,8838
21,67.8,1154,8,8838
21,68.0,1154,7,8839
21,68.2,1154,7,8839
21,68.4,1154,7,8839
21,68.60000000000001,1153,6,8841
21,68.8,1153,6,8841
21,69.0,1153,6,8841
21,69.2,1153,6,8841
21,69.4,1153,6,8841
21,69.60000000000001,1153,6,8841
21,69.8,1153,6,8841
21,70.0,1153,5,8842
21,70.2,1153,5,8842
21,70.4,1153,5,8842
