rep,seed_spawn_key,final_size,final_size_frac,peak_I,t_peak,duration,n_events,index_offspring,mean_initial_offspring
0,"4001,0",895,0.895,234,19.18296072472718,61.05649866248063,1789,2,2.0
1,"4001,1",1,0.001,1,0.0,0.23603780229235938,1,0,0.0
2,"4001,2",1,0.001,1,0.0,0.2960395477443499,1,0,0.0
3,"4001,3",857,0.857,244,20.704356316974998,62.46070497764555,1713,4,4.0
4,"4001,4",893,0.893,249,20.276555800130573,64.27466012435276,1785,5,5.0
5,"4001,5",899,0.899,265,22.755508500343616,72.40671511212905,1797,3,3.0
6,"4001,6",875,0.875,263,24.08976457151021,64.9795645241507,1749,4,4.0
7,"4001,7",901,0.901,227,23.478564869471423,74.04510930567214,1801,3,3.0
8,"4001,8",3,0.003,3,2.987696849434025,5.969341252645915,5,1,1.0
9,"4001,9",873,0.873,233,24.287048521936093,61.95147285680209,1745,4,4.0
10,"4001,10",884,0.884,228,26.939748371158057,74.11867231683149,1767,3,3.0
11,"4001,11",1,0.001,1,0.0,4.30004574128515,1,0,0.0
12,"4001,12",3,0.003,2,0.0628107927026904,4.320628337634783,5,2,2.0
13,"4001,13",1,0.001,1,0.0,4.564986851335703,1,0,0.0
14,"4001,14",890,0.89,229,22.051631391471975,58.50783362828255,1779,2,2.0
15,"4001,15",878,0.878,224,22.604649274614673,69.42738827053486,1755,5,5.0
16,"4001,16",4,0.004,3,1.7322128591964094,3.182157871157644,7,2,2.0
17,"4001,17",872,0.872,224,20.845696963463187,65.33950884517436,1743,6,6.0
18,"4001,18",2,0.002,2,0.06722583155058008,1.742319363560903,3,1,1.0
19,"4001,19",844,0.844,184,43.10935681928971,83.19583223189586,1687,5,5.0
20,"4001,20",1,0.001,1,0.0,0.6074043350456404,1,0,0.0
21,"4001,21",1,0.001,1,0.0,0.48636365233477297,1,0,0.0
22,"4001,22",874,0.874,232,23.886443475644576,83.26386661394677,1747,2,2.0
23,"4001,23",879,0.879,251,20.40732449924588,71.74195513237491,1757,12,12.0
24,"4001,24",890,0.89,241,24.203403038398857,61.86653011795169,1779,6,6.0
25,"4001,25",1,0.001,1,0.0,4.09748454427704,1,0,0.0
26,"4001,26",1,0.001,1,0.0,2.3507948947501047,1,0,0.0
27,"4001,27",1,0.001,1,0.0,1.2132915571952538,1,0,0.0
28,"4001,28",1,0.001,1,0.0,0.11086514034847783,1,0,0.0
29,"4001,29",887,0.887,240,27.116584774642202,63.273309780688955,1773,5,5.0
30,"4001,30",881,0.881,248,18.59681498415407,65.28829647174969,1761,1,1.0
31,"4001,31",853,0.853,221,25.993851878516743,73.11961425529523,1705,2,2.0
32,"4001,32",874,0.874,214,21.29533711926493,92.49082157944031,1747,4,4.0
33,"4001,33",1,0.001,1,0.0,0.4593162632031846,1,0,0.0
34,"4001,34",1,0.001,1,0.0,2.8698825349702086,1,0,0.0
35,"4001,35",6,0.006,4,5.307407574271307,9.040627999069844,11,4,4.0
36,"4001,36",1,0.001,1,0.0,1.5279075644696574,1,0,0.0
37,"4001,37",909,0.909,229,23.569271144559337,66.23557588048854,1817,5,5.0
38,"4001,38",1,0.001,1,0.0,3.8002355244376047,1,0,0.0
39,"4001,39",1,0.001,1,0.0,2.737423623643743,1,0,0.0
40,"4001,40",879,0.879,211,22.185735192398788,68.6680572256074,1757,1,1.0
41,"4001,41",833,0.833,180,32.846358685623535,72.73745893917479,1665,2,2.0
42,"4001,42",862,0.862,191,34.08502355250587,82.5848151010701,1723,1,1.0
43,"4001,43",1,0.001,1,0.0,1.7086166409893333,1,0,0.0
44,"4001,44",3,0.003,3,2.7655155918212326,3.972388315817704,5,1,1.0
45,"4001,45",901,0.901,256,25.275902792751012,68.32664213746453,1801,2,2.0
46,"4001,46",887,0.887,212,24.172221407338345,90.95703246364464,1773,3,3.0
47,"4001,47",2,0.002,2,3.0840213520669186,4.557676287841736,3,1,1.0
48,"4001,48",1,0.001,1,0.0,0.1625061041369672,1,0,0.0
49,"4001,49",885,0.885,239,22.66008265336378,67.22643472072585,1769,1,1.0
50,"4001,50",912,0.912,267,22.715263073601363,57.334560307011586,1823,4,4.0
51,"4001,51",879,0.879,213,23.075352189715495,59.28504184980497,1757,2,2.0
52,"4001,52",1,0.001,1,0.0,4.145553870774201,1,0,0.0
53,"4001,53",1,0.001,1,0.0,0.42484751779355817,1,0,0.0
54,"4001,54",1,0.001,1,0.0,0.8308343009459618,1,0,0.0
55,"4001,55",882,0.882,229,21.01411216960881,62.24845709429858,1763,2,2.0
56,"4001,56",861,0.861,213,20.80068941226045,64.31302825982874,1721,2,2.0
57,"4001,57",1,0.001,1,0.0,1.2396782065799128,1,0,0.0
58,"4001,58",1,0.001,1,0.0,0.38820184901131854,1,0,0.0
59,"4001,59",1,0.001,1,0.0,1.1060713253736314,1,0,0.0
60,"4001,60",4,0.004,3,2.717736565518475,5.340859275509481,7,3,3.0
61,"4001,61",901,0.901,251,24.96712930364616,63.38415855727992,1801,4,4.0
62,"4001,62",904,0.904,251,22.97188271263059,81.42786619276248,1807,11,11.0
63,"4001,63",1,0.001,1,0.0,2.6154039259758486,1,0,0.0
64,"4001,64",871,0.871,234,30.346424846609093,83.59371585972556,1741,1,1.0
65,"4001,65",899,0.899,257,39.09520166030039,108.97392949664206,1797,1,1.0
66,"4001,66",1,0.001,1,0.0,0.07731658756875019,1,0,0.0
67,"4001,67",3,0.003,3,0.7984988408611846,3.6065255324252674,5,1,1.0
68,"4001,68",881,0.881,219,19.04812305220345,71.28382106939027,1761,3,3.0
69,"4001,69",5,0.005,4,1.3950232336199861,6.414630065150611,9,3,3.0
70,"4001,70",888,0.888,226,22.677480457140334,76.24257449355167,1775,2,2.0
71,"4001,71",894,0.894,217,31.350560228983166,88.59183926850518,1787,4,4.0
72,"4001,72",853,0.853,248,23.71510522063749,64.25014554826804,1705,3,3.0
73,"4001,73",887,0.887,260,23.871137199009812,58.25273623769008,1773,2,2.0
74,"4001,74",912,0.912,267,22.82708478126672,86.90014512552877,1823,1,1.0
75,"4001,75",1,0.001,1,0.0,0.4431942617594849,1,0,0.0
76,"4001,76",910,0.91,264,23.79875738717843,78.46168913710423,1819,3,3.0
77,"4001,77",1,0.001,1,0.0,3.090152231731941,1,0,0.0
78,"4001,78",1,0.001,1,0.0,0.7064654639925483,1,0,0.0
79,"4001,79",906,0.906,278,20.74203981771773,52.81735490483209,1811,3,3.0
80,"4001,80",909,0.909,260,21.765794505138484,60.1192024479169,1817,3,3.0
81,"4001,81",894,0.894,230,22.268761541044977,70.86684001134152,1787,1,1.0
82,"4001,82",907,0.907,227,26.04611758203293,66.2463925459414,1813,6,6.0
83,"4001,83",932,0.932,310,19.00748766472028,78.1504483969044,1863,1,1.0
84,"4001,84",908,0.908,269,26.940795355861635,55.92206677747583,1815,2,2.0
85,"4001,85",1,0.001,1,0.0,1.64003464315504,1,0,0.0
86,"4001,86",854,0.854,212,22.977258613062755,62.55332086781034,1707,13,13.0
87,"4001,87",886,0.886,227,19.47254040592389,58.718672770472764,1771,3,3.0
88,"4001,88",1,0.001,1,0.0,0.9975318880892201,1,0,0.0
89,"4001,89",1,0.001,1,0.0,0.26774631945706523,1,0,0.0
90,"4001,90",899,0.899,269,24.73495144289841,64.64279941364168,1797,2,2.0
91,"4001,91",852,0.852,222,22.563664455793994,64.18962752271594,1703,4,4.0
92,"4001,92",1,0.001,1,0.0,0.8805447824081117,1,0,0.0
93,"4001,93",894,0.894,233,25.445303983830392,64.21453085778614,1787,4,4.0
94,"4001,94",1,0.001,1,0.0,0.7247093460613082,1,0,0.0
95,"4001,95",1,0.001,1,0.0,1.803916653123736,1,0,0.0
96,"4001,96",879,0.879,210,33.222591379316626,90.06361424313742,1757,3,3.0
97,"4001,97",898,0.898,229,19.731464769157107,67.79164710708535,1795,5,5.0
98,"4001,98",878,0.878,256,22.591885176659833,67.75158608892879,1755,2,2.0
99,"4001,99",904,0.904,275,18.87364479332617,65.88852468789275,1807,1,1.0
100,"4001,100",878,0.878,227,18.301850563739812,70.88247866224172,1755,7,7.0
101,"4001,101",892,0.892,232,20.832846498704548,65.57252289098767,1783,2,2.0
102,"4001,102",893,0.893,268,19.884490685817735,68.15433540734308,1785,7,7.0
103,"4001,103",1,0.001,1,0.0,0.5567570367908597,1,0,0.0
104,"4001,104",899,0.899,246,16.786152556614816,61.715424226598,1797,2,2.0
105,"4001,105",881,0.881,216,28.302315672018768,87.05281674057713,1761,1,1.0
106,"4001,106",885,0.885,293,29.681053279759926,72.33374218428409,1769,3,3.0
107,"4001,107",912,0.912,210,25.34196524625641,62.95008806822875,1823,3,3.0
108,"4001,108",1,0.001,1,0.0,1.0040329506214039,1,0,0.0
109,"4001,109",914,0.914,235,21.318053093065824,69.99436243711695,1827,8,8.0
110,"4001,110",905,0.905,276,22.722275949589406,71.42483562685194,1809,2,2.0
111,"4001,111",899,0.899,265,20.924406620614647,71.37447613713904,1797,5,5.0
112,"4001,112",885,0.885,237,21.102458120195003,93.53268293543599,1769,8,8.0
113,"4001,113",858,0.858,210,21.97770664368886,78.34978549565865,1715,3,3.0
114,"4001,114",2,0.002,2,0.020890147405930634,1.8851707457052906,3,1,1.0
115,"4001,115",1,0.001,1,0.0,1.1485107501202867,1,0,0.0
116,"4001,116",1,0.001,1,0.0,0.6753403709108622,1,0,0.0
117,"4001,117",886,0.886,213,23.983562586591066,66.13621424311293,1771,1,1.0
118,"4001,118",913,0.913,276,31.00493027036594,79.53137125062024,1825,2,2.0
119,"4001,119",906,0.906,287,23.39823460916859,74.44892276278172,1811,3,3.0
120,"4001,120",904,0.904,250,22.78166848630932,57.377960277086224,1807,4,4.0
121,"4001,121",901,0.901,238,21.379671306905575,63.831068938407995,1801,3,3.0
122,"4001,122",1,0.001,1,0.0,0.34237984774394375,1,0,0.0
123,"4001,123",1,0.001,1,0.0,0.548405316013127,1,0,0.0
124,"4001,124",910,0.91,235,26.4508432435649,76.11912620457049,1819,1,1.0
125,"4001,125",893,0.893,223,22.395179369776262,61.010782645812704,1785,12,12.0
126,"4001,126",917,0.917,281,22.082227457048326,63.88762057235832,1833,3,3.0
127,"4001,127",913,0.913,293,22.53246716503909,75.08888789405513,1825,5,5.0
128,"4001,128",827,0.827,206,22.51398415568926,68.38226865702579,1653,3,3.0
129,"4001,129",890,0.89,231,24.63611223192518,67.95156447888368,1779,3,3.0
130,"4001,130",900,0.9,302,25.34280704037042,68.36820042946128,1799,3,3.0
131,"4001,131",1,0.001,1,0.0,2.802619664096515,1,0,0.0
132,"4001,132",918,0.918,279,21.667156963617636,57.772546932631556,1835,3,3.0
133,"4001,133",917,0.917,232,19.483146654940192,60.34463988965835,1833,1,1.0
134,"4001,134",1,0.001,1,0.0,1.3532189415061593,1,0,0.0
135,"4001,135",1,0.001,1,0.0,1.4869090572136792,1,0,0.0
136,"4001,136",903,0.903,279,30.054917983410316,77.8145147207494,1805,1,1.0
